date;sku;units_sold;stock;is_open;is_holiday;is_prom;units_sold_last_year;units_sold_last_quarter;units_sold_last_month;units_sold_last_week;units_sold_last_52_weeks;units_sold_last_12_weeks;units_sold_last_8_weeks;units_sold_last_4_weeks;units_sold_last_day;units_sold_original
2019-01-02;31;20.0;0.0;1;0;1;;;;;;;;;;20
2019-01-02;32;8.0;0.0;1;0;0;;;;;;;;;;8
2019-01-02;33;24.0;0.0;1;0;1;;;;;;;;;;24
2019-01-02;34;16.0;0.0;1;0;1;;;;;;;;;;16
2019-01-02;35;20.0;0.0;1;0;0;;;;;;;;;;20
2019-01-02;36;12.0;0.0;1;0;0;;;;;;;;;;12
2019-01-02;37;24.0;0.0;1;0;1;;;;;;;;;;24
2019-01-02;38;16.0;0.0;1;0;1;;;;;;;;;;16
2019-01-02;40;24.0;0.0;1;0;1;;;;;;;;;;24
2019-01-02;41;12.0;0.0;1;0;0;;;;;;;;;;12
2019-01-02;42;8.0;0.0;1;0;0;;;;;;;;;;8
2019-01-02;43;24.0;0.0;1;0;0;;;;;;;;;;24
2019-01-02;44;16.0;0.0;1;0;0;;;;;;;;;;16
2019-01-02;45;24.0;0.0;1;0;1;;;;;;;;;;24
2019-01-02;46;32.0;0.0;1;0;1;;;;;;;;;;32
2019-01-02;47;24.0;0.0;1;0;1;;;;;;;;;;24
2019-01-02;48;4.0;0.0;1;0;1;;;;;;;;;;4
2019-01-02;50;16.0;0.0;1;0;0;;;;;;;;;;16
2019-01-03;1;8.0;0.0;1;0;1;;;;;;;;;28.0;8
2019-01-03;2;52.0;0.0;1;0;1;;;;;;;;;28.0;52
2019-01-03;3;28.0;0.0;1;0;1;;;;;;;;;44.0;28
2019-01-03;4;28.0;0.0;1;0;1;;;;;;;;;16.0;28
2019-01-03;5;20.0;0.0;1;0;1;;;;;;;;;40.0;20
2019-01-03;6;12.0;0.0;1;0;1;;;;;;;;;28.0;12
2019-01-03;7;4.0;0.0;1;0;0;;;;;;;;;12.0;4
2019-01-03;8;16.0;0.0;1;0;0;;;;;;;;;40.0;16
2019-01-03;9;4.0;0.0;1;0;0;;;;;;;;;16.0;4
2019-01-03;10;4.0;0.0;1;0;1;;;;;;;;;28.0;4
2019-01-03;11;20.0;0.0;1;0;0;;;;;;;;;24.0;20
2019-01-03;12;8.0;0.0;1;0;0;;;;;;;;;28.0;8
2019-01-03;13;12.0;0.0;1;0;0;;;;;;;;;12.0;12
2019-01-03;14;24.0;0.0;1;0;0;;;;;;;;;28.0;24
2019-01-03;15;56.0;0.0;1;0;1;;;;;;;;;24.0;56
2019-01-03;16;12.0;0.0;1;0;0;;;;;;;;;4.0;12
2019-01-03;17;28.0;0.0;1;0;1;;;;;;;;;20.0;28
2019-01-03;18;12.0;0.0;1;0;0;;;;;;;;;4.0;12
2019-01-03;19;8.0;0.0;1;0;1;;;;;;;;;24.0;8
2019-01-03;20;28.0;0.0;1;0;0;;;;;;;;;12.0;28
2019-01-03;21;12.0;0.0;1;0;0;;;;;;;;;16.0;12
2019-01-03;22;28.0;0.0;1;0;0;;;;;;;;;8.0;28
2019-01-03;23;12.0;0.0;1;0;0;;;;;;;;;8.0;12
2019-01-03;24;8.0;0.0;1;0;1;;;;;;;;;16.0;8
2019-01-03;25;24.0;0.0;1;0;0;;;;;;;;;8.0;24
2019-01-03;26;36.0;0.0;1;0;1;;;;;;;;;24.0;36
2019-01-03;27;16.0;0.0;1;0;0;;;;;;;;;36.0;16
2019-01-03;28;16.0;0.0;1;0;0;;;;;;;;;24.0;16
2019-01-03;29;0.0;0.0;1;0;1;;;;;;;;;24.0;0
2019-01-03;30;8.0;0.0;1;0;1;;;;;;;;;8.0;8
2019-01-03;31;4.0;0.0;1;0;1;;;;;;;;;20.0;4
2019-01-03;32;20.0;0.0;1;0;0;;;;;;;;;8.0;20
2019-01-03;33;12.0;0.0;1;0;1;;;;;;;;;24.0;12
2019-01-03;34;0.0;0.0;1;0;1;;;;;;;;;16.0;0
2019-01-03;35;0.0;0.0;1;0;0;;;;;;;;;20.0;0
2019-01-03;36;32.0;0.0;1;0;0;;;;;;;;;12.0;32
2019-01-03;37;8.0;0.0;1;0;1;;;;;;;;;24.0;8
2019-01-03;38;24.0;0.0;1;0;1;;;;;;;;;16.0;24
2019-01-03;39;8.0;0.0;1;0;0;;;;;;;;;;8
2019-01-03;40;4.0;0.0;1;0;1;;;;;;;;;24.0;4
