sku;fecha;udsStock
12;20210331;160
12;20210401;144
12;20210402;136
12;20210403;120
12;20210404;112
12;20210405;100
12;20210406;76
12;20210407;76
12;20210408;76
12;20210409;72
12;20210410;64
12;20210411;56
12;20210412;212
12;20210413;208
12;20210414;208
12;20210415;208
12;20210416;204
12;20210417;200
12;20210418;192
12;20210419;188
12;20210420;180
12;20210421;160
12;20210422;144
12;20210423;144
12;20210424;140
12;20210425;132
12;20210426;160
12;20210427;152
12;20210428;148
12;20210429;112
12;20210430;100
12;20210501;96
12;20210502;96
12;20210503;96
12;20210504;80
12;20210505;76
12;20210506;52
12;20210507;52
12;20210508;44
12;20210509;44
12;20210510;204
12;20210511;204
12;20210512;196
12;20210513;184
12;20210514;180
12;20210515;168
12;20210516;148
12;20210517;136
12;20210518;120
12;20210519;116
12;20210520;104
12;20210521;100
12;20210522;92
12;20210523;92
12;20210524;164
12;20210525;152
12;20210526;148
12;20210527;148
12;20210528;128
12;20210529;116
12;20210530;112
12;20210531;112
12;20210601;96
12;20210602;92
12;20210603;84
12;20210604;76
12;20210605;68
12;20210606;56
12;20210607;132
12;20210608;132
12;20210609;124
12;20210610;112
12;20210611;92
12;20210612;92
12;20210613;88
12;20210614;88
12;20210615;72
12;20210616;64
12;20210617;52
12;20210618;44
12;20210619;32
12;20210620;32
12;20210621;108
12;20210622;92
12;20210623;88
12;20210624;84
12;20210625;80
12;20210626;76
12;20210627;76
12;20210628;44
12;20210629;40
12;20210630;24
12;20210701;24
12;20210702;24
12;20210703;24
12;20210704;24
12;20210705;24
12;20210706;144
12;20210707;144
12;20210708;124
12;20210709;116
12;20210710;100
12;20210711;96
12;20210712;96
12;20210713;92
12;20210714;92
12;20210715;76
12;20210716;64
12;20210717;60
12;20210718;48
12;20210719;88
12;20210720;76
12;20210721;72
12;20210722;72
12;20210723;64
12;20210724;56
12;20210725;44
12;20210726;32
12;20210727;32
12;20210728;28
12;20210729;24
12;20210730;20
12;20210731;12
12;20210801;8
12;20210802;164
12;20210803;156
12;20210804;148
12;20210805;140
12;20210806;140
12;20210807;132
12;20210808;132
12;20210809;132
12;20210810;120
12;20210811;116
12;20210812;104
12;20210813;100
16;20210924;140
16;20210925;132
16;20210926;124
16;20210927;124
16;20210928;96
16;20210929;192
16;20210930;180
16;20211001;176
16;20211002;160
16;20211003;156
16;20211004;156
16;20211005;136
16;20211006;124
16;20211007;116
16;20211008;100
16;20211009;84
16;20211010;68
16;20211011;68
16;20211012;56
16;20211013;216
16;20211014;212
16;20211015;208
16;20211016;204
16;20211017;176
16;20211018;176
16;20211019;168
16;20211020;164
17;20200101;240
17;20200102;240
17;20200103;224
17;20200104;200
17;20200105;172
17;20200106;172
17;20200107;172
17;20200108;164
17;20200109;148
17;20200110;120
17;20200111;112
17;20200112;96
17;20200113;272
17;20200114;264
17;20200115;260
17;20200116;212
17;20200117;204
17;20200118;188
17;20200119;160
17;20200120;160
17;20200121;152
17;20200122;128
17;20200123;104
17;20200124;100
17;20200125;96
17;20200126;88
17;20200127;88
17;20200128;292
17;20200129;280
17;20200130;276
17;20200131;272
17;20200201;260
17;20200202;252
17;20200203;252
17;20200204;232
17;20200205;232
17;20200206;228
17;20200207;188
17;20200208;176
17;20200209;172
17;20200210;268
17;20200211;260
17;20200212;256
17;20200213;256
17;20200214;252
17;20200215;228
17;20200216;220
17;20200217;220
17;20200218;216
17;20200219;204
17;20200220;200
17;20200221;200
17;20200222;200
17;20200223;192
17;20200224;240
17;20200225;220
17;20200226;212
17;20200227;212
17;20200228;204
17;20200229;200
17;20200301;192
17;20200302;192
17;20200303;188
17;20200304;184
17;20200305;148
17;20200306;144
17;20200307;144
17;20200308;136
17;20200309;296
17;20200310;284
17;20200311;272
17;20200312;272
17;20200313;268
17;20200314;264
17;20200315;264
17;20200316;264
17;20200317;264
17;20200318;264
17;20200319;264
17;20200320;264
17;20200321;264
17;20200322;264
17;20200323;264
17;20200324;264
17;20200325;264
17;20200326;264
17;20200327;264
17;20200328;264
17;20200329;264
17;20200330;264
17;20200331;264
17;20200401;264
17;20200402;264
17;20200403;264
17;20200404;264
17;20200405;264
17;20200406;264
17;20200407;264
17;20200408;264
17;20200409;264
17;20200410;264
17;20200411;264
17;20200412;264
17;20200413;264
17;20200414;264
17;20200415;264
17;20200416;264
17;20200417;264
17;20200418;264
17;20200419;264
17;20200420;264
17;20200421;264
17;20200422;264
17;20200423;264
17;20200424;264
17;20200425;264
17;20200426;264
17;20200427;264
17;20200428;264
17;20200429;264
17;20200430;264
17;20200501;264
17;20200502;264
17;20200503;264
17;20200504;264
17;20200505;264
17;20200506;264
17;20200507;264
17;20200508;264
17;20200509;264
17;20200510;264
17;20200511;264
17;20200512;264
17;20200513;264
17;20200514;264
17;20200515;264
17;20200516;264
17;20200517;264
17;20200518;264
17;20200519;244
17;20200520;244
17;20200521;240
17;20200522;240
17;20200523;228
17;20200524;224
17;20200525;224
17;20200526;212
17;20200527;196
17;20200528;192
17;20200529;184
17;20200530;184
17;20200531;176
17;20200601;176
17;20200602;164
17;20200603;160
17;20200604;156
17;20200605;152
17;20200606;144
17;20200607;140
17;20200608;140
17;20200609;136
17;20200610;112
17;20200611;108
17;20200612;108
17;20200613;108
17;20200614;108
17;20200615;188
17;20200616;180
17;20200617;164
17;20200618;160
17;20200619;148
17;20200620;132
17;20200621;124
17;20200622;124
17;20200623;108
17;20200624;100
17;20200625;100
17;20200626;92
17;20200627;84
17;20200628;72
17;20200629;72
17;20200630;72
17;20200701;72
17;20200702;48
17;20200703;40
17;20200704;28
17;20200705;28
17;20200706;124
17;20200707;112
17;20200708;108
17;20200709;104
17;20200710;84
17;20200711;84
17;20200712;80
17;20200713;240
17;20200714;232
17;20200715;212
17;20200716;204
17;20200717;204
17;20200718;196
17;20200719;196
17;20200720;196
17;20200721;160
17;20200722;152
17;20200723;152
17;20200724;148
17;20200725;132
17;20200726;124
17;20200727;252
17;20200728;244
17;20200729;236
17;20200730;216
17;20200731;196
17;20200801;188
17;20200802;160
17;20200803;160
17;20200804;152
17;20200805;148
17;20200806;136
17;20200807;128
17;20200808;108
17;20200809;80
17;20200810;240
17;20200811;224
17;20200812;196
17;20200813;180
17;20200814;152
17;20200815;132
17;20200816;132
17;20200817;132
17;20200818;108
17;20200819;108
17;20200820;100
17;20200821;88
17;20200822;84
17;20200823;80
17;20200824;144
17;20200825;128
17;20200826;124
17;20200827;124
17;20200828;124
17;20200829;120
17;20200830;108
17;20200831;108
17;20200901;60
17;20200902;48
17;20200903;44
17;20200904;40
17;20200905;20
17;20200906;20
17;20200907;164
17;20200908;160
17;20200909;160
17;20200910;152
17;20200911;144
17;20200912;144
17;20200913;140
17;20200914;140
17;20200915;116
17;20200916;112
17;20200917;104
17;20200918;104
17;20200919;96
17;20200920;88
17;20200921;248
17;20200922;248
17;20200923;248
17;20200924;236
17;20200925;220
17;20200926;216
17;20200927;208
17;20200928;200
17;20200929;192
17;20200930;188
17;20201001;180
17;20201002;172
17;20201003;164
17;20201004;156
17;20201005;156
17;20201006;156
17;20201007;144
17;20201008;136
17;20201009;124
17;20201010;120
17;20201011;112
17;20201012;112
17;20201013;112
17;20201014;96
17;20201015;76
17;20201016;76
17;20201017;68
17;20201018;44
17;20201019;284
17;20201020;280
17;20201021;276
17;20201022;272
17;20201023;256
17;20201024;236
17;20201025;224
17;20201026;224
17;20201027;216
17;20201028;208
17;20201029;200
17;20201030;200
17;20201031;176
17;20201101;176
17;20201102;176
17;20201103;176
17;20201104;168
17;20201105;156
17;20201106;152
17;20201107;140
17;20201108;136
17;20201109;136
17;20201110;120
17;20201111;108
17;20201112;100
17;20201113;96
17;20201114;92
17;20201115;88
17;20201116;136
17;20201117;136
17;20201118;132
17;20201119;132
17;20201120;132
17;20201121;108
17;20201122;108
17;20201123;108
17;20201124;104
17;20201125;104
17;20201126;100
17;20201127;100
17;20201128;96
17;20201129;96
17;20201130;176
17;20201201;164
17;20201202;156
17;20201203;156
17;20201204;140
17;20201205;116
17;20201206;112
17;20201207;112
17;20201208;108
17;20201209;108
17;20201210;104
17;20201211;88
17;20201212;80
17;20201213;76
17;20201214;172
17;20201215;148
17;20201216;144
17;20201217;144
17;20201218;136
17;20201219;112
17;20201220;96
17;20201221;96
17;20201222;88
17;20201223;68
17;20201224;64
17;20201225;64
17;20201226;64
17;20201227;64
17;20201228;220
17;20201229;212
17;20201230;208
17;20201231;180
17;20210101;152
17;20210102;152
17;20210103;148
17;20210104;148
17;20210105;136
17;20210106;132
17;20210107;132
17;20210108;124
17;20210109;124
17;20210110;124
17;20210111;124
17;20210112;116
17;20210113;96
17;20210114;92
17;20210115;84
17;20210116;80
17;20210117;80
17;20210118;80
17;20210119;80
17;20210120;64
17;20210121;56
17;20210122;56
17;20210123;56
17;20210124;32
17;20210125;32
17;20210126;124
17;20210127;124
17;20210128;120
17;20210129;120
17;20210130;116
17;20210131;116
17;20210201;116
17;20210202;116
17;20210203;112
17;20210204;104
17;20210205;100
17;20210206;100
17;20210207;96
17;20210208;96
17;20210209;88
17;20210210;88
17;20210211;80
17;20210212;68
17;20210213;64
17;20210214;64
17;20210215;64
17;20210216;60
17;20210217;60
17;20210218;56
17;20210219;36
17;20210220;36
17;20210221;32
17;20210222;144
17;20210223;144
17;20210224;140
17;20210225;136
17;20210226;136
17;20210227;132
17;20210228;132
17;20210301;132
17;20210302;132
17;20210303;132
17;20210304;124
17;20210305;116
17;20210306;104
17;20210307;100
17;20210308;132
17;20210309;124
17;20210310;116
17;20210311;108
17;20210312;108
17;20210313;92
17;20210314;80
17;20210315;80
17;20210316;72
17;20210317;56
17;20210318;56
17;20210319;52
17;20210320;32
17;20210321;24
17;20210322;24
17;20210323;336
17;20210324;336
17;20210325;332
17;20210326;328
17;20210327;320
17;20210328;292
17;20210329;292
17;20210330;292
17;20210331;260
17;20210401;252
17;20210402;244
17;20210403;244
17;20210404;232
17;20210405;232
17;20210406;232
17;20210407;204
17;20210408;192
17;20210409;180
17;20210410;172
17;20210411;172
17;20210412;172
17;20210413;168
17;20210414;160
17;20210415;136
17;20210416;136
17;20210417;132
17;20210418;128
17;20210419;160
17;20210420;160
17;20210421;156
17;20210422;148
17;20210423;148
17;20210424;148
17;20210425;140
17;20210426;140
17;20210427;120
17;20210428;120
17;20210429;112
17;20210430;112
17;20210501;100
17;20210502;100
17;20210503;148
17;20210504;136
17;20210505;112
17;20210506;108
17;20210507;96
17;20210508;88
17;20210509;72
17;20210510;72
17;20210511;56
17;20210512;48
17;20210513;40
17;20210514;36
17;20210515;28
17;20210516;20
17;20210517;196
17;20210518;196
17;20210519;188
17;20210520;156
17;20210521;144
17;20210522;128
17;20210523;112
17;20210524;112
17;20210525;88
17;20210526;80
17;20210527;76
17;20210528;20
17;20210529;16
17;20210530;16
17;20210531;112
17;20210601;112
17;20210602;76
17;20210603;64
17;20210604;52
17;20210605;28
17;20210606;20
17;20210607;20
17;20210608;20
17;20210609;0
17;20210610;0
17;20210611;0
14;20210610;84
14;20210611;68
14;20210612;52
14;20210613;48
14;20210614;48
14;20210615;44
14;20210616;44
14;20210617;36
14;20210618;68
14;20210619;56
14;20210620;56
14;20210621;56
14;20210622;52
14;20210623;48
14;20210624;40
14;20210625;80
14;20210626;72
14;20210627;68
14;20210628;68
14;20210629;64
14;20210630;64
14;20210701;64
14;20210702;64
14;20210703;64
14;20210704;64
14;20210705;64
14;20210706;84
14;20210707;76
14;20210708;68
14;20210709;64
14;20210710;56
14;20210711;44
14;20210712;44
14;20210713;44
14;20210714;36
14;20210715;36
14;20210716;116
14;20210717;116
14;20210718;96
14;20210719;96
14;20210720;96
14;20210721;92
14;20210722;76
14;20210723;76
14;20210724;72
14;20210725;68
14;20210726;68
14;20210727;64
14;20210728;64
14;20210729;44
14;20210730;84
14;20210731;84
14;20210801;80
14;20210802;80
14;20210803;56
14;20210804;44
14;20210805;40
14;20210806;80
14;20210807;80
14;20210808;72
14;20210809;72
14;20210810;64
14;20210811;56
14;20210812;48
14;20210813;84
14;20210814;84
14;20210815;84
14;20210816;84
14;20210817;76
14;20210818;68
14;20210819;64
14;20210820;96
14;20210821;92
14;20210822;88
14;20210823;88
14;20210824;56
14;20210825;8
14;20210826;8
14;20210827;84
14;20210828;84
14;20210829;68
14;20210830;68
14;20210831;56
14;20210901;40
14;20210902;36
14;20210903;156
14;20210904;140
14;20210905;136
14;20210906;136
14;20210907;124
14;20210908;120
14;20210909;100
14;20210910;92
14;20210911;92
14;20210912;92
14;20210913;92
14;20210914;92
14;20210915;88
14;20210916;68
14;20210917;144
14;20210918;144
14;20210919;136
14;20210920;136
14;20210921;116
14;20210922;96
14;20210923;80
14;20210924;68
14;20210925;60
14;20210926;56
14;20210927;52
14;20210928;44
14;20210929;36
14;20210930;24
14;20211001;16
14;20211002;12
14;20211003;0
14;20211004;0
14;20211005;0
14;20211006;0
14;20211007;0
14;20211008;0
14;20211009;0
14;20211010;0
14;20211011;0
14;20211012;0
14;20211013;0
14;20211014;0
14;20211015;0
14;20211016;0
14;20211017;0
14;20211018;0
14;20211019;0
14;20211020;0
15;20200101;324
15;20200102;324
15;20200103;308
15;20200104;272
15;20200105;228
15;20200106;228
15;20200107;372
15;20200108;340
15;20200109;308
15;20200110;272
15;20200111;260
15;20200112;232
15;20200113;232
15;20200114;264
15;20200115;256
15;20200116;256
15;20200117;240
15;20200118;228
15;20200119;212
15;20200120;212
15;20200121;272
15;20200122;252
15;20200123;252
15;20200124;204
15;20200125;204
15;20200126;200
15;20200127;200
15;20200128;200
15;20200129;200
15;20200130;192
15;20200131;180
15;20200201;164
15;20200202;156
15;20200203;156
15;20200204;152
15;20200205;148
15;20200206;132
15;20200207;128
15;20200208;128
15;20200209;120
15;20200210;120
15;20200211;184
15;20200212;180
15;20200213;180
15;20200214;180
15;20200215;180
15;20200216;168
15;20200217;168
15;20200218;184
15;20200219;180
15;20200220;180
15;20200221;176
17;20210612;0
17;20210613;0
17;20210614;320
17;20210615;320
17;20210616;316
17;20210617;304
17;20210618;288
17;20210619;268
17;20210620;256
17;20210621;256
17;20210622;236
17;20210623;236
17;20210624;236
17;20210625;236
17;20210626;228
17;20210627;224
17;20210628;224
17;20210629;216
17;20210630;216
17;20210701;216
17;20210702;208
17;20210703;192
17;20210704;188
17;20210705;188
17;20210706;176
17;20210707;176
17;20210708;168
17;20210709;148
17;20210710;148
17;20210711;140
17;20210712;140
17;20210713;136
17;20210714;132
17;20210715;104
17;20210716;92
17;20210717;88
17;20210718;60
17;20210719;60
17;20210720;28
17;20210721;16
17;20210722;16
17;20210723;16
17;20210724;16
17;20210725;16
17;20210726;16
17;20210727;16
17;20210728;16
17;20210729;4
17;20210730;4
17;20210731;4
17;20210801;4
17;20210802;4
17;20210803;4
17;20210804;4
17;20210805;4
17;20210806;4
17;20210807;4
17;20210808;4
17;20210809;244
17;20210810;240
17;20210811;232
17;20210812;204
17;20210813;152
17;20210814;128
17;20210815;116
17;20210816;116
17;20210817;88
17;20210818;84
17;20210819;68
17;20210820;56
17;20210821;28
17;20210822;20
17;20210823;148
17;20210824;140
17;20210825;140
17;20210826;128
17;20210827;124
17;20210828;120
17;20210829;120
17;20210830;120
17;20210831;120
17;20210901;116
17;20210902;88
17;20210903;76
17;20210904;72
17;20210905;64
17;20210906;160
17;20210907;156
17;20210908;156
17;20210909;152
17;20210910;152
17;20210911;140
17;20210912;140
17;20210913;140
17;20210914;128
17;20210915;112
17;20210916;108
17;20210917;108
17;20210918;108
17;20210919;100
17;20210920;100
17;20210921;88
17;20210922;80
17;20210923;76
17;20210924;52
17;20210925;44
17;20210926;40
17;20210927;24
17;20210928;16
17;20210929;0
17;20210930;0
17;20211001;0
17;20211002;0
17;20211003;0
17;20211004;0
17;20211005;0
17;20211006;0
17;20211007;0
17;20211008;0
17;20211009;0
17;20211010;0
17;20211011;0
17;20211012;0
17;20211013;0
17;20211014;0
17;20211015;0
17;20211016;0
17;20211017;0
17;20211018;144
17;20211019;144
17;20211020;144
18;20200101;140
18;20200102;140
18;20200103;128
18;20200104;124
18;20200105;104
18;20200106;100
18;20200107;100
18;20200108;88
18;20200109;76
18;20200110;72
18;20200111;72
18;20200112;56
18;20200113;56
18;20200114;56
18;20200115;52
18;20200116;52
18;20200117;52
18;20200118;52
18;20200119;52
18;20200120;52
18;20200121;0
18;20200122;0
18;20200123;0
18;20200124;0
18;20200125;0
18;20200126;0
18;20200127;0
18;20200128;0
18;20200129;0
18;20200130;0
18;20200131;0
18;20200201;0
18;20200202;0
18;20200203;0
18;20200204;0
18;20200205;120
18;20200206;120
18;20200207;120
18;20200208;120
18;20200209;112
18;20200210;112
18;20200211;100
18;20200212;104
18;20200213;88
18;20200214;88
18;20200215;80
18;20200216;76
18;20200217;76
18;20200218;68
18;20200219;176
18;20200220;172
18;20200221;168
18;20200222;168
18;20200223;168
15;20200222;164
15;20200223;152
15;20200224;152
15;20200225;152
15;20200226;148
15;20200227;144
15;20200228;140
15;20200229;136
15;20200301;132
15;20200302;132
15;20200303;120
15;20200304;116
15;20200305;116
15;20200306;116
15;20200307;116
15;20200308;112
15;20200309;112
15;20200310;124
15;20200311;120
15;20200312;108
15;20200313;104
15;20200314;100
15;20200315;100
15;20200316;100
15;20200317;132
15;20200318;132
15;20200319;132
15;20200320;132
15;20200321;132
15;20200322;132
15;20200323;132
15;20200324;132
15;20200325;132
15;20200326;132
15;20200327;132
15;20200328;132
15;20200329;132
15;20200330;132
15;20200331;132
15;20200401;132
15;20200402;132
15;20200403;132
15;20200404;132
15;20200405;132
15;20200406;132
15;20200407;132
15;20200408;132
15;20200409;132
15;20200410;132
15;20200411;132
15;20200412;132
15;20200413;132
15;20200414;132
15;20200415;132
15;20200416;132
15;20200417;132
15;20200418;132
15;20200419;132
15;20200420;132
15;20200421;132
15;20200422;132
15;20200423;132
15;20200424;132
15;20200425;132
15;20200426;132
15;20200427;132
15;20200428;132
15;20200429;132
15;20200430;132
15;20200501;132
15;20200502;132
15;20200503;132
15;20200504;132
15;20200505;132
15;20200506;132
15;20200507;132
15;20200508;132
15;20200509;132
15;20200510;132
15;20200511;132
15;20200512;132
15;20200513;132
15;20200514;132
15;20200515;132
15;20200516;132
15;20200517;132
15;20200518;132
15;20200519;152
15;20200520;148
15;20200521;136
15;20200522;132
15;20200523;124
15;20200524;116
15;20200525;116
15;20200526;132
15;20200527;120
15;20200528;116
15;20200529;116
15;20200530;116
15;20200531;116
15;20200601;116
15;20200602;160
15;20200603;156
15;20200604;140
15;20200605;120
15;20200606;112
15;20200607;76
15;20200608;76
15;20200609;68
15;20200610;64
15;20200611;56
15;20200612;4
15;20200613;4
15;20200614;-20
15;20200615;-20
15;20200616;204
15;20200617;204
15;20200618;200
15;20200619;188
15;20200620;176
15;20200621;136
15;20200622;136
15;20200623;180
15;20200624;160
15;20200625;144
15;20200626;116
15;20200627;104
15;20200628;84
15;20200629;84
15;20200630;188
15;20200701;188
15;20200702;184
15;20200703;172
15;20200704;148
15;20200705;132
15;20200706;132
15;20200707;272
15;20200708;264
15;20200709;256
15;20200710;248
15;20200711;248
15;20200712;236
15;20200713;236
15;20200714;228
15;20200715;216
15;20200716;208
15;20200717;200
15;20200718;196
15;20200719;192
15;20200720;192
15;20200721;204
15;20200722;192
15;20200723;180
15;20200724;152
15;20200725;152
15;20200726;148
15;20200727;148
15;20200728;168
15;20200729;128
15;20200730;104
15;20200731;44
15;20200801;28
15;20200802;4
15;20200803;4
15;20200804;140
15;20200805;140
15;20200806;128
15;20200807;84
15;20200808;48
15;20200809;32
15;20200810;32
15;20200811;188
15;20200812;188
15;20200813;180
15;20200814;160
15;20200815;136
15;20200816;120
15;20200817;120
15;20200818;44
15;20200819;28
15;20200820;12
15;20200821;-8
15;20200822;-8
15;20200823;-16
15;20200824;-16
18;20200224;168
18;20200225;152
18;20200226;140
18;20200227;136
18;20200228;124
18;20200229;108
18;20200301;68
18;20200302;68
18;20200303;64
18;20200304;216
18;20200305;208
18;20200306;176
18;20200307;160
18;20200308;160
18;20200309;160
18;20200310;140
18;20200311;132
18;20200312;120
18;20200313;116
18;20200314;108
18;20200315;104
18;20200316;104
18;20200317;104
18;20200318;104
18;20200319;104
18;20200320;104
18;20200321;104
18;20200322;104
18;20200323;104
18;20200324;104
18;20200325;104
18;20200326;104
18;20200327;104
18;20200328;104
18;20200329;104
18;20200330;104
18;20200331;104
18;20200401;104
18;20200402;104
18;20200403;104
18;20200404;104
18;20200405;104
18;20200406;104
18;20200407;104
18;20200408;104
18;20200409;104
18;20200410;104
18;20200411;104
18;20200412;104
18;20200413;104
18;20200414;104
18;20200415;104
18;20200416;104
18;20200417;104
18;20200418;104
18;20200419;104
18;20200420;104
18;20200421;104
18;20200422;104
18;20200423;104
18;20200424;104
18;20200425;104
18;20200426;104
18;20200427;104
18;20200428;104
18;20200429;104
18;20200430;104
18;20200501;104
18;20200502;104
18;20200503;104
18;20200504;104
18;20200505;104
18;20200506;104
18;20200507;104
18;20200508;104
18;20200509;104
18;20200510;104
18;20200511;104
18;20200512;104
18;20200513;104
18;20200514;104
18;20200515;104
18;20200516;104
18;20200517;104
18;20200518;104
18;20200519;80
18;20200520;80
18;20200521;80
18;20200522;76
18;20200523;68
18;20200524;60
18;20200525;60
18;20200526;60
18;20200527;216
18;20200528;204
18;20200529;204
18;20200530;188
18;20200531;184
18;20200601;184
18;20200602;184
18;20200603;184
18;20200604;168
18;20200605;168
18;20200606;168
18;20200607;160
18;20200608;160
18;20200609;144
18;20200610;136
18;20200611;132
18;20200612;124
18;20200613;124
18;20200614;108
18;20200615;108
18;20200616;96
18;20200617;92
18;20200618;92
18;20200619;88
18;20200620;80
18;20200621;68
18;20200622;68
18;20200623;60
18;20200624;88
18;20200625;88
18;20200626;68
18;20200627;52
18;20200628;52
18;20200629;52
18;20200630;52
18;20200701;132
18;20200702;132
18;20200703;112
18;20200704;112
18;20200705;92
18;20200706;92
18;20200707;88
18;20200708;128
18;20200709;128
18;20200710;124
18;20200711;116
18;20200712;108
18;20200713;108
18;20200714;96
18;20200715;132
18;20200716;128
18;20200717;124
18;20200718;108
18;20200719;104
18;20200720;104
18;20200721;96
18;20200722;120
18;20200723;120
18;20200724;112
18;20200725;108
18;20200726;80
18;20200727;80
18;20200728;76
18;20200729;100
18;20200730;96
18;20200731;92
18;20200801;92
18;20200802;84
18;20200803;84
18;20200804;76
18;20200805;108
18;20200806;104
18;20200807;96
18;20200808;80
18;20200809;80
18;20200810;80
18;20200811;72
18;20200812;108
18;20200813;108
18;20200814;108
18;20200815;108
18;20200816;108
18;20200817;108
18;20200818;100
18;20200819;96
18;20200820;96
18;20200821;76
18;20200822;56
18;20200823;56
18;20200824;56
18;20200825;52
18;20200826;32
15;20200825;204
15;20200826;196
15;20200827;188
15;20200828;140
15;20200829;120
15;20200830;100
15;20200831;100
15;20200901;208
15;20200902;196
15;20200903;180
15;20200904;156
15;20200905;156
15;20200906;140
15;20200907;140
15;20200908;204
15;20200909;164
15;20200910;144
15;20200911;136
15;20200912;128
15;20200913;124
15;20200914;124
15;20200915;156
15;20200916;144
15;20200917;144
15;20200918;144
15;20200919;140
15;20200920;140
15;20200921;140
15;20200922;88
15;20200923;88
15;20200924;88
15;20200925;88
15;20200926;84
15;20200927;84
15;20200928;84
15;20200929;192
15;20200930;192
15;20201001;180
15;20201002;168
15;20201003;168
15;20201004;168
15;20201005;168
15;20201006;248
15;20201007;240
15;20201008;232
15;20201009;204
15;20201010;188
15;20201011;172
15;20201012;172
15;20201013;300
15;20201014;288
15;20201015;268
15;20201016;260
15;20201017;236
15;20201018;220
15;20201019;220
15;20201020;264
15;20201021;256
15;20201022;240
15;20201023;232
15;20201024;212
15;20201025;200
15;20201026;200
15;20201027;252
15;20201028;224
15;20201029;216
15;20201030;200
15;20201031;196
15;20201101;168
15;20201102;168
15;20201103;200
15;20201104;164
15;20201105;148
15;20201106;148
15;20201107;132
15;20201108;112
15;20201109;112
15;20201110;140
15;20201111;76
15;20201112;76
15;20201113;76
15;20201114;76
15;20201115;76
15;20201116;76
15;20201117;148
15;20201118;140
15;20201119;132
15;20201120;120
15;20201121;120
15;20201122;116
15;20201123;116
15;20201124;144
15;20201125;144
15;20201126;136
15;20201127;132
15;20201128;128
15;20201129;120
15;20201130;120
15;20201201;168
15;20201202;132
15;20201203;128
15;20201204;120
15;20201205;112
15;20201206;108
15;20201207;108
15;20201208;104
15;20201209;104
15;20201210;248
15;20201211;236
15;20201212;228
15;20201213;196
15;20201214;196
15;20201215;224
15;20201216;212
15;20201217;200
15;20201218;192
15;20201219;176
15;20201220;152
15;20201221;152
15;20201222;224
15;20201223;220
15;20201224;208
15;20201225;196
15;20201226;196
15;20201227;180
15;20201228;180
15;20201229;144
15;20201230;124
15;20201231;120
15;20210101;160
15;20210102;160
15;20210103;128
15;20210104;128
15;20210105;112
15;20210106;72
15;20210107;72
15;20210108;16
15;20210109;-8
15;20210110;-8
15;20210111;-8
15;20210112;136
15;20210113;136
15;20210114;136
15;20210115;136
15;20210116;128
15;20210117;76
15;20210118;76
15;20210119;84
15;20210120;64
15;20210121;52
15;20210122;44
15;20210123;44
15;20210124;28
15;20210125;28
15;20210126;132
15;20210127;124
15;20210128;120
15;20210129;120
15;20210130;100
15;20210131;96
15;20210201;96
15;20210202;204
15;20210203;204
15;20210204;204
15;20210205;196
15;20210206;180
15;20210207;176
15;20210208;176
15;20210209;168
15;20210210;168
15;20210211;164
15;20210212;164
15;20210213;160
15;20210214;156
15;20210215;156
15;20210216;172
15;20210217;164
15;20210218;164
15;20210219;164
15;20210220;156
15;20210221;156
15;20210222;156
15;20210223;136
15;20210224;96
15;20210225;92
18;20200827;32
18;20200828;24
18;20200829;20
18;20200830;20
18;20200831;20
18;20200901;20
18;20200902;180
18;20200903;172
18;20200904;172
18;20200905;172
18;20200906;168
18;20200907;168
18;20200908;156
18;20200909;144
18;20200910;144
18;20200911;136
18;20200912;136
18;20200913;136
18;20200914;136
18;20200915;132
18;20200916;164
18;20200917;156
18;20200918;156
18;20200919;132
18;20200920;108
18;20200921;108
18;20200922;96
18;20200923;88
18;20200924;84
18;20200925;72
18;20200926;60
18;20200927;44
18;20200928;40
18;20200929;28
18;20200930;224
18;20201001;212
18;20201002;208
18;20201003;196
18;20201004;160
18;20201005;160
18;20201006;152
18;20201007;140
18;20201008;124
18;20201009;104
18;20201010;92
18;20201011;76
18;20201012;76
18;20201013;68
18;20201014;220
18;20201015;220
18;20201016;216
18;20201017;204
18;20201018;192
18;20201019;192
18;20201020;176
18;20201021;152
18;20201022;148
18;20201023;136
18;20201024;104
18;20201025;92
18;20201026;92
18;20201027;92
18;20201028;284
18;20201029;272
18;20201030;264
18;20201031;256
18;20201101;248
18;20201102;248
18;20201103;240
18;20201104;224
18;20201105;224
18;20201106;216
18;20201107;180
18;20201108;176
18;20201109;176
18;20201110;156
18;20201111;184
18;20201112;176
18;20201113;176
18;20201114;172
18;20201115;148
18;20201116;148
18;20201117;132
18;20201118;132
18;20201119;120
18;20201120;112
18;20201121;108
18;20201122;84
18;20201123;84
18;20201124;76
18;20201125;220
18;20201126;216
18;20201127;204
18;20201128;196
18;20201129;184
18;20201130;184
18;20201201;168
18;20201202;164
18;20201203;164
18;20201204;148
18;20201205;144
18;20201206;140
18;20201207;140
18;20201208;132
18;20201209;208
18;20201210;184
18;20201211;176
18;20201212;176
18;20201213;168
18;20201214;168
18;20201215;168
18;20201216;160
18;20201217;140
18;20201218;136
18;20201219;116
18;20201220;100
18;20201221;100
18;20201222;100
18;20201223;164
18;20201224;148
18;20201225;124
18;20201226;124
18;20201227;124
18;20201228;124
18;20201229;112
18;20201230;108
18;20201231;104
18;20210101;104
18;20210102;104
18;20210103;92
18;20210104;88
